symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score
MU,1H,supply,RBD,2026-04-20T15:30:00-04:00,448.93,447.77,447.77,448.93,447.12,448.33,1.81,0.6,0.01,-0.11,6.4,1.59,broken,2,True,2.19
MU,1H,demand,RBR,2026-04-21T13:30:00-04:00,450.25,449.0,449.07,452.65,449.0,450.25,3.65,0.74,0.36,0.54,3.08,0.61,one_test,1,False,3.14
MU,1H,demand,RBR,2026-04-22T10:30:00-04:00,475.47,470.59,474.04,479.5,470.59,475.47,8.91,1.59,3.62,0.63,3.23,1.18,multiple_tests,4,False,2.81
MU,1H,supply,RBD,2026-04-22T15:30:00-04:00,488.2,487.05,487.05,488.2,485.79,487.33,2.41,0.76,0.25,-1.43,16.37,2.09,broken,2,True,4.01
MU,1H,supply,RBD,2026-04-23T11:30:00-04:00,490.3,483.93,483.93,490.3,483.27,488.0,7.03,0.96,1.49,-0.84,1.43,1.15,broken,1,True,2.5
MU,1H,demand,DBR,2026-04-23T14:30:00-04:00,478.98,473.2,478.98,481.21,473.2,476.77,8.01,0.56,-0.66,0.64,2.42,0.48,fresh,0,False,4.62
MU,1H,supply,RBD,2026-04-24T10:30:00-04:00,506.66,500.87,501.98,506.66,498.81,500.87,7.85,0.98,2.22,-0.29,2.19,0.64,broken,0,True,1.43
MU,1H,demand,DBR,2026-04-24T13:30:00-04:00,495.15,493.02,495.15,499.3,493.02,494.2,6.28,0.52,-0.48,0.31,2.9,0.49,multiple_tests,4,False,1.8
MU,1H,demand,DBR,2026-04-24T15:30:00-04:00,496.93,495.1,496.93,499.15,495.1,496.0,4.05,0.58,0.23,2.72,7.37,2.75,broken,1,True,5.97
MU,1H,demand,RBR,2026-04-27T14:30:00-04:00,518.73,516.25,518.45,522.08,516.25,518.73,5.83,0.61,-0.14,0.67,21.2,0.59,broken,0,True,1.75
MU,1H,demand,DBR,2026-04-28T11:30:00-04:00,495.18,492.1,495.18,497.25,492.1,494.21,5.15,0.58,-0.83,0.56,5.42,0.91,fresh,0,False,4.97
MU,1H,demand,RBR,2026-04-28T12:30:00-04:00,499.44,490.51,494.21,499.7,490.51,499.44,9.19,0.91,0.47,1.08,1.89,0.82,fresh,0,False,5.4
MU,1H,supply,DBD,2026-04-28T15:30:00-04:00,506.84,504.24,506.2,506.84,502.27,504.24,4.57,0.51,-0.6,2.12,2.33,2.19,broken,0,True,4.81
MU,1H,supply,RBD,2026-04-29T10:30:00-04:00,526.3,519.81,522.15,526.3,517.9,519.81,8.4,0.89,1.75,-0.54,2.09,0.67,broken,1,True,1.71
MU,1H,supply,RBD,2026-04-30T11:30:00-04:00,513.47,511.33,511.33,513.47,507.15,511.36,6.32,0.57,0.36,-0.24,77.5,0.38,broken,0,True,1.12
MU,1H,demand,DBR,2026-04-30T12:30:00-04:00,511.37,508.55,511.37,512.7,508.55,509.05,4.15,0.38,-0.22,0.49,2.03,0.81,one_test,1,False,3.31
MU,1H,demand,RBR,2026-04-30T14:30:00-04:00,514.93,511.5,513.87,517.08,511.5,514.93,5.58,0.51,0.61,0.28,2.7,0.62,one_test,1,False,2.9
MU,1H,demand,RBR,2026-04-30T15:30:00-04:00,517.63,511.52,514.77,518.25,511.52,517.63,6.73,0.68,0.44,2.77,10.6,3.21,fresh,0,False,9.27
MU,1H,demand,RBR,2026-05-01T12:30:00-04:00,530.0,529.22,529.54,534.73,529.22,530.0,5.51,0.48,-0.02,1.07,23.33,0.88,fresh,0,False,5.45
MU,1H,demand,RBR,2026-05-01T15:30:00-04:00,542.36,539.5,541.29,543.57,539.5,542.36,4.07,0.69,0.14,3.87,19.64,3.64,fresh,0,False,10.37
MU,1H,supply,RBD,2026-05-04T10:30:00-04:00,587.39,581.0,581.51,587.39,576.1,581.0,11.29,1.24,3.32,-0.17,3.86,0.88,broken,2,True,1.55
MU,1H,supply,RBD,2026-05-04T12:30:00-04:00,582.34,579.11,579.11,582.34,575.67,581.06,6.67,0.58,0.01,-0.52,3.17,0.82,broken,2,True,1.84
MU,1H,demand,DBR,2026-05-04T15:30:00-04:00,578.61,576.0,578.61,580.44,576.0,576.36,4.44,0.55,0.14,6.4,16.07,4.24,fresh,0,False,10.5
MU,1H,supply,RBD,2026-05-05T13:30:00-04:00,643.8,642.67,642.88,643.8,637.08,642.67,6.72,0.55,0.5,-0.4,26.83,0.72,broken,1,True,1.62
MU,1H,supply,RBD,2026-05-05T15:30:00-04:00,640.53,637.05,637.05,640.53,635.23,640.5,5.3,0.65,-0.17,-0.91,9.18,3.1,broken,0,True,4.41
MU,1H,demand,DBR,2026-05-06T12:30:00-04:00,652.1,649.5,652.1,655.78,649.5,651.69,6.28,0.44,-0.98,0.11,4.25,0.37,broken,1,True,0.98
MU,1H,demand,RBR,2026-05-06T13:30:00-04:00,653.43,650.18,651.69,657.5,650.18,653.43,7.32,0.38,0.09,0.54,4.81,0.42,broken,1,True,1.46
MU,1H,demand,RBR,2026-05-06T15:30:00-04:00,666.59,657.98,661.8,667.25,657.98,666.59,9.27,0.58,0.9,0.71,5.67,2.13,broken,1,True,3.34
MU,1H,demand,DBR,2026-05-07T14:30:00-04:00,640.7,635.42,640.7,643.97,635.42,639.3,8.55,0.47,0.03,0.41,5.3,0.45,fresh,0,False,4.36
MU,1H,demand,RBR,2026-05-08T10:30:00-04:00,719.0,703.7,707.98,721.28,703.7,719.0,17.58,1.15,4.12,1.12,1.79,1.16,broken,4,True,2.79
MU,1H,demand,DBR,2026-05-08T14:30:00-04:00,732.99,731.72,732.87,743.79,731.72,732.99,12.07,0.96,-0.18,0.74,121.42,0.82,broken,1,True,2.06
MU,1H,supply,RBD,2026-05-11T13:30:00-04:00,809.44,803.4,803.4,809.44,796.52,809.03,12.92,0.72,0.91,-0.64,2.37,0.9,broken,7,True,2.04
MU,1H,supply,DBD,2026-05-11T15:30:00-04:00,801.77,795.51,796.0,801.77,787.04,795.51,14.73,0.76,-0.68,-2.28,50.27,2.22,broken,0,True,5.01
MU,1H,demand,RBR,2026-05-12T14:30:00-04:00,751.19,740.0,751.19,755.0,740.0,747.59,15.0,0.8,0.73,0.78,5.04,0.59,broken,0,True,1.87
MU,1H,demand,DBR,2026-05-13T11:30:00-04:00,793.43,785.0,792.2,798.03,785.0,793.43,13.03,0.61,-0.44,0.35,6.64,0.48,broken,6,True,1.33
MU,1H,demand,DBR,2026-05-13T15:30:00-04:00,804.82,801.53,804.82,813.0,801.53,803.19,11.47,0.59,-0.12,-0.12,7.85,1.73,broken,0,True,2.35
MU,1H,supply,DBD,2026-05-14T14:30:00-04:00,794.44,787.71,789.18,794.44,785.05,787.71,9.39,0.42,0.13,-0.59,8.06,0.64,broken,0,True,1.74
MU,1H,supply,DBD,2026-05-15T10:30:00-04:00,741.02,736.73,736.73,741.02,729.5,736.99,11.52,0.83,-2.14,-0.16,12.43,0.56,broken,0,True,1.22
MU,1H,demand,DBR,2026-05-15T11:30:00-04:00,737.17,730.09,737.17,740.21,730.09,734.0,10.12,0.58,-0.16,0.54,2.91,0.51,broken,1,True,1.55
MU,1H,supply,DBD,2026-05-18T12:30:00-04:00,691.37,682.25,683.12,691.37,679.56,682.25,11.81,0.88,-0.95,-0.73,14.27,0.99,broken,3,True,2.21
MU,1H,demand,DBR,2026-05-18T14:30:00-04:00,670.06,663.25,670.06,679.44,663.25,664.96,16.19,1.12,-0.98,0.95,3.28,0.9,broken,0,True,2.35
MU,1H,supply,DBD,2026-05-19T15:30:00-04:00,702.51,698.7,700.46,702.51,692.77,698.7,9.74,0.59,-0.79,0.52,14.92,2.11,broken,0,True,3.13
MU,1H,demand,DBR,2026-05-20T11:30:00-04:00,719.6,711.35,719.6,727.95,711.35,715.53,16.6,0.8,0.3,0.39,2.1,0.48,fresh,0,False,4.38
MU,1H,demand,RBR,2026-05-20T13:30:00-04:00,725.48,723.14,724.17,732.53,723.14,725.48,9.39,0.57,0.46,0.21,3.4,0.48,fresh,0,False,4.19
MU,1H,demand,RBR,2026-05-20T15:30:00-04:00,732.01,726.84,729.88,732.98,726.84,732.01,6.14,0.53,0.34,1.11,8.03,1.81,fresh,0,False,6.42
MU,1H,demand,DBR,2026-05-21T14:30:00-04:00,755.2,744.5,755.2,756.23,744.5,753.68,11.73,0.59,0.05,0.46,5.57,0.64,multiple_tests,3,False,2.1
MU,1H,demand,DBR,2026-05-22T09:30:00-04:00,756.82,747.2,756.82,761.9,747.2,755.32,14.7,1.33,0.11,0.77,7.81,0.92,one_test,1,False,3.7
MU,1H,supply,RBD,2026-05-22T13:30:00-04:00,780.2,770.0,770.0,780.2,767.45,771.6,12.75,0.78,0.61,-0.84,7.46,0.81,broken,0,True,2.15
MU,1H,demand,RBR,2026-05-26T12:30:00-04:00,891.02,878.1,883.98,893.05,878.1,891.02,14.95,1.03,1.03,1.05,2.43,1.34,broken,5,True,2.9
MU,1H,supply,RBD,2026-05-26T14:30:00-04:00,916.8,908.12,908.12,916.8,903.66,910.53,13.14,1.27,1.15,-0.85,5.96,0.96,broken,5,True,2.32
MU,1H,demand,RBR,2026-05-27T14:30:00-04:00,919.17,911.63,916.7,931.78,911.63,919.17,20.15,0.87,0.55,0.44,3.85,0.53,broken,4,True,1.47
MU,1H,supply,RBD,2026-05-28T11:30:00-04:00,946.5,940.91,942.22,946.5,929.6,940.91,16.9,0.51,0.38,-0.21,3.64,0.46,broken,1,True,1.17
MU,1H,supply,RBD,2026-05-28T13:30:00-04:00,944.22,935.98,935.98,944.22,934.2,937.02,10.02,0.43,-0.17,-0.6,13.12,0.59,broken,0,True,1.69
MU,1H,demand,DBR,2026-05-28T15:30:00-04:00,923.64,921.3,923.64,931.59,921.3,923.35,10.29,0.42,-0.66,2.14,36.62,2.13,broken,1,True,4.77
MU,1H,supply,RBD,2026-05-29T10:30:00-04:00,974.14,967.63,967.63,974.14,954.0,967.95,20.14,1.08,2.07,-0.1,6.76,0.65,broken,2,True,1.24
MU,1H,supply,DBD,2026-05-29T11:30:00-04:00,971.85,965.89,968.02,971.85,955.57,965.89,16.28,0.65,-0.08,-0.42,4.13,0.57,broken,1,True,1.5
MU,1H,supply,DBD,2026-05-29T13:30:00-04:00,960.29,956.33,956.6,960.29,950.6,956.33,9.69,0.59,-0.45,-0.59,46.54,0.62,broken,0,True,1.7
MU,1H,demand,RBR,2026-06-01T10:30:00-04:00,1027.33,1020.6,1023.59,1039.38,1020.6,1027.33,18.78,0.99,2.9,0.53,2.78,0.61,broken,2,True,1.65
MU,1H,supply,RBD,2026-06-01T15:30:00-04:00,1037.7,1033.1,1033.1,1037.7,1027.5,1034.83,10.2,0.48,-0.13,-0.24,11.18,2.39,broken,0,True,3.13
MU,1H,demand,DBR,2026-06-02T11:30:00-04:00,1040.17,1032.5,1040.17,1045.11,1032.5,1036.55,12.61,0.53,0.31,0.47,2.47,0.57,broken,1,True,1.54
MU,1H,supply,RBD,2026-06-02T15:30:00-04:00,1076.56,1059.2,1059.2,1076.56,1058.13,1064.08,18.43,0.9,0.48,0.17,2.34,2.01,broken,5,True,2.68
MU,1H,demand,RBR,2026-06-03T11:30:00-04:00,1063.58,1054.0,1062.62,1069.44,1054.0,1063.58,15.44,0.56,-0.18,0.14,3.05,0.53,broken,1,True,1.17
MU,1H,demand,RBR,2026-06-03T12:30:00-04:00,1066.43,1055.15,1063.5,1068.5,1055.15,1066.43,13.35,0.53,0.18,0.32,2.18,0.58,broken,0,True,1.39
MU,1H,demand,RBR,2026-06-03T14:30:00-04:00,1074.4,1067.15,1073.04,1075.01,1067.15,1074.4,7.86,0.57,0.41,0.26,3.78,0.85,broken,0,True,1.61
MU,1H,supply,RBD,2026-06-03T15:30:00-04:00,1089.29,1074.4,1074.4,1089.29,1073.77,1079.56,15.52,0.94,0.35,-3.97,14.49,3.61,broken,11,True,7.47
MU,1H,demand,DBR,2026-06-04T10:30:00-04:00,1004.57,990.35,1004.57,1009.6,990.35,1003.49,19.25,1.18,-3.71,0.69,13.12,0.85,broken,1,True,2.04
MU,1H,demand,RBR,2026-06-04T12:30:00-04:00,1021.33,1008.26,1017.72,1025.91,1008.26,1021.33,17.65,0.74,0.85,0.47,2.74,0.63,broken,1,True,1.6
MU,1H,supply,DBD,2026-06-04T14:30:00-04:00,1032.07,1024.74,1031.69,1032.07,1010.82,1024.74,21.25,0.69,0.16,-1.26,3.95,0.87,broken,0,True,2.64
MU,1H,supply,DBD,2026-06-05T10:30:00-04:00,950.5,926.73,931.89,950.5,925.32,926.73,25.18,1.15,-3.12,-0.63,2.71,1.1,broken,2,True,2.23
MU,1H,supply,DBD,2026-06-05T12:30:00-04:00,912.77,905.1,912.45,912.77,886.22,905.1,26.55,1.55,-0.93,-0.75,2.38,1.16,broken,0,True,2.41
MU,1H,supply,DBD,2026-06-05T14:30:00-04:00,890.9,884.04,887.79,890.9,866.47,884.04,24.43,1.59,-0.88,-0.84,5.34,1.18,broken,0,True,2.52
MU,1H,supply,DBD,2026-06-08T13:30:00-04:00,957.55,953.37,954.13,957.55,947.5,953.37,10.05,0.41,0.02,-0.82,26.11,0.61,broken,3,True,1.94
MU,1H,demand,RBR,2026-06-09T14:30:00-04:00,905.06,890.64,904.5,917.41,890.64,905.06,26.77,0.82,0.2,1.04,55.19,0.69,multiple_tests,9,False,2.73
MU,1H,demand,DBR,2026-06-10T15:30:00-04:00,895.0,891.0,895.0,907.8,891.0,891.5,16.8,0.68,-0.31,0.84,3.42,1.61,fresh,0,False,5.96
MU,1H,demand,RBR,2026-06-15T12:30:00-04:00,1078.57,1069.0,1077.68,1080.57,1069.0,1078.57,11.57,0.51,0.2,0.11,2.59,0.55,broken,2,True,1.16
MU,1H,demand,RBR,2026-06-15T13:30:00-04:00,1080.86,1074.0,1078.57,1084.57,1074.0,1080.86,10.57,0.56,0.15,0.25,2.41,0.86,broken,1,True,1.62
MU,1H,supply,RBD,2026-06-15T15:30:00-04:00,1089.58,1086.2,1086.2,1089.58,1076.78,1087.8,12.8,0.67,0.34,-0.83,17.93,1.84,broken,1,True,3.17
MU,1H,supply,DBD,2026-06-16T13:30:00-04:00,1053.8,1043.93,1044.3,1053.8,1037.58,1043.93,16.22,0.48,-0.48,-0.17,9.86,0.69,broken,3,True,1.36
MU,1H,supply,DBD,2026-06-16T14:30:00-04:00,1044.26,1040.28,1043.93,1044.26,1026.88,1040.28,17.38,0.71,-0.2,-0.91,5.27,0.72,broken,1,True,2.13
MU,1H,demand,DBR,2026-06-18T11:30:00-04:00,1126.24,1117.16,1126.24,1130.88,1117.16,1124.08,13.72,0.79,0.32,0.38,4.67,0.71,broken,0,True,1.59
MU,1H,supply,DBD,2026-06-18T14:30:00-04:00,1145.55,1142.21,1144.92,1145.55,1137.41,1142.21,8.14,0.73,0.31,-0.39,3.69,0.98,broken,0,True,1.87
MU,1H,demand,DBR,2026-06-18T15:30:00-04:00,1142.0,1128.35,1142.0,1149.43,1128.35,1132.01,21.08,1.02,-0.52,2.34,5.87,2.26,broken,0,True,5.1
MU,1H,supply,DBD,2026-06-22T13:30:00-04:00,1202.13,1193.82,1194.56,1202.13,1191.22,1193.82,10.91,0.55,-0.28,-0.18,5.95,0.63,broken,0,True,1.31
MU,1H,demand,DBR,2026-06-22T14:30:00-04:00,1193.82,1185.86,1193.82,1195.91,1185.86,1189.38,10.05,0.63,-0.21,0.93,4.93,0.97,broken,0,True,2.4
MU,1H,supply,RBD,2026-06-23T15:30:00-04:00,1061.0,1050.69,1050.69,1061.0,1045.53,1051.42,15.47,0.96,-0.28,-0.11,46.81,2.11,broken,1,True,2.72
MU,1H,supply,RBD,2026-06-24T11:30:00-04:00,1049.13,1038.83,1038.83,1049.13,1035.18,1044.04,13.95,0.57,-0.2,-1.04,4.86,0.75,broken,1,True,2.29
MU,1H,supply,DBD,2026-06-25T13:30:00-04:00,1237.68,1223.55,1228.0,1237.68,1218.04,1223.55,19.64,0.75,0.19,-0.51,4.19,0.87,fresh,0,False,4.88
MU,1H,demand,RBR,2026-06-25T15:30:00-04:00,1214.59,1194.0,1205.24,1215.8,1194.0,1214.59,21.8,0.75,-0.26,-0.88,4.84,2.07,broken,0,True,3.44
MU,1H,supply,DBD,2026-06-26T12:30:00-04:00,1189.0,1176.57,1185.35,1189.0,1174.39,1176.57,14.61,0.61,0.27,-0.92,3.78,0.64,fresh,0,False,5.06
MU,1H,supply,DBD,2026-06-26T14:30:00-04:00,1155.81,1143.45,1143.45,1155.81,1136.33,1146.7,19.48,0.77,-0.8,-0.63,7.38,0.78,broken,3,True,1.91
MU,1H,demand,RBR,2026-06-29T13:30:00-04:00,1121.0,1110.55,1118.36,1129.9,1110.55,1121.0,19.35,0.51,0.22,0.38,5.85,0.67,broken,0,True,1.55
MU,1H,supply,RBD,2026-06-30T12:30:00-04:00,1162.7,1155.98,1155.98,1162.7,1148.4,1156.51,14.3,0.5,0.47,-0.2,12.66,0.42,multiple_tests,2,False,1.62
MU,1H,supply,DBD,2026-06-30T15:30:00-04:00,1166.9,1151.01,1160.94,1166.9,1150.35,1151.01,16.55,0.61,0.04,-2.55,7.71,1.64,fresh,0,False,7.69
MU,1H,supply,RBD,2026-07-01T12:30:00-04:00,1058.0,1051.11,1051.11,1058.0,1044.17,1052.65,13.83,0.59,-0.32,-0.31,5.66,0.62,broken,0,True,1.43
MU,1H,demand,DBR,2026-07-01T13:30:00-04:00,1052.52,1037.76,1052.52,1054.25,1037.76,1043.77,16.49,0.63,-0.25,0.6,2.02,0.83,broken,0,True,1.93
MU,1H,supply,RBD,2026-07-02T13:30:00-04:00,974.5,972.12,972.12,974.5,954.34,972.82,20.16,1.06,-0.26,-0.6,22.1,1.06,broken,0,True,2.16
MU,2H,supply,DBD,2026-01-14T09:30:00-05:00,339.1,334.84,334.84,339.1,331.58,335.2,7.52,1.45,-0.04,-0.38,6.78,0.6,broken,0,True,1.97
MU,2H,supply,RBD,2026-01-15T11:30:00-05:00,345.66,343.05,343.28,345.66,341.27,343.05,4.39,0.92,1.71,-0.71,17.7,0.68,broken,0,True,2.39
MU,2H,demand,RBR,2026-01-16T11:30:00-05:00,354.82,352.04,354.82,356.63,352.04,354.21,4.59,0.96,3.11,0.89,8.63,1.05,broken,3,True,2.94
MU,2H,demand,DBR,2026-01-20T15:30:00-05:00,366.79,364.91,366.79,367.8,364.91,365.0,2.89,0.46,0.19,4.14,11.36,3.25,broken,7,True,8.0
MU,2H,supply,RBD,2026-01-21T15:30:00-05:00,389.5,386.77,386.77,389.5,384.72,388.93,4.78,0.51,0.37,0.27,2.55,2.13,broken,0,True,3.4
MU,2H,demand,RBR,2026-01-22T11:30:00-05:00,392.38,387.96,391.16,396.35,387.96,392.38,8.39,0.85,0.39,0.4,2.8,0.62,broken,5,True,2.02
MU,2H,demand,RBR,2026-01-22T15:30:00-05:00,397.59,394.84,395.88,397.78,394.84,397.59,2.94,0.35,0.59,0.56,3.17,1.92,broken,2,True,3.49
MU,2H,demand,RBR,2026-01-23T13:30:00-05:00,399.25,398.19,399.25,401.94,398.19,399.25,3.75,0.38,-0.35,0.04,37.0,0.22,broken,0,True,1.26
MU,2H,supply,DBD,2026-01-26T13:30:00-05:00,394.4,390.55,390.77,394.4,390.09,390.55,4.31,0.41,0.03,-0.15,7.18,0.21,broken,0,True,1.36
MU,2H,supply,RBD,2026-01-27T13:30:00-05:00,416.45,412.98,414.1,416.45,412.59,412.98,3.86,0.76,0.65,-0.31,2.42,0.36,broken,0,True,1.66
MU,2H,demand,DBR,2026-01-27T15:30:00-05:00,412.95,408.63,412.95,412.96,408.63,410.24,4.33,0.36,-0.43,2.23,2.88,2.18,broken,4,True,5.4
MU,2H,supply,DBD,2026-01-28T15:30:00-05:00,438.06,435.19,437.35,438.06,433.27,435.19,4.8,0.41,0.3,-0.87,5.43,2.62,broken,6,True,4.5
MU,2H,demand,DBR,2026-01-30T15:30:00-05:00,414.73,410.78,411.54,419.35,410.78,414.73,8.57,0.64,-1.19,2.11,7.8,1.97,broken,4,True,5.09
MU,2H,demand,DBR,2026-02-03T13:30:00-05:00,415.63,407.53,415.63,416.86,407.53,413.52,9.33,0.96,-0.8,0.48,2.96,0.39,broken,0,True,1.88
MU,2H,demand,RBR,2026-02-04T15:30:00-05:00,379.9,376.13,379.9,382.07,376.13,379.47,5.94,0.44,0.47,0.18,29.09,1.95,broken,5,True,3.13
MU,2H,demand,RBR,2026-02-05T13:30:00-05:00,380.48,377.0,380.31,385.97,377.0,380.48,8.97,0.52,-0.11,0.16,14.59,0.25,broken,2,True,1.42
MU,2H,demand,RBR,2026-02-06T11:30:00-05:00,391.91,386.5,391.91,393.91,386.5,390.47,7.41,0.6,0.53,0.31,3.09,0.49,broken,0,True,1.8
MU,2H,supply,RBD,2026-02-09T13:30:00-05:00,389.51,386.06,386.06,389.51,384.62,386.7,4.89,0.49,0.14,-0.27,5.35,0.29,broken,0,True,1.57
MU,2H,supply,DBD,2026-02-10T11:30:00-05:00,381.3,375.11,375.11,381.3,371.19,375.75,10.11,0.7,-0.62,-0.36,6.86,0.61,broken,1,True,1.98
MU,2H,supply,RBD,2026-02-18T11:30:00-05:00,427.85,424.5,424.5,427.85,424.16,425.19,3.69,0.75,2.12,-0.66,11.31,0.74,broken,3,True,2.4
MU,2H,supply,DBD,2026-02-19T09:30:00-05:00,420.31,415.86,415.86,420.31,407.74,417.52,12.57,1.42,0.02,-0.39,2.67,0.48,broken,1,True,1.87
MU,2H,demand,DBR,2026-02-19T13:30:00-05:00,413.55,412.06,413.26,415.37,412.06,413.55,3.31,0.4,-0.37,0.3,11.02,0.26,broken,6,True,1.56
MU,2H,demand,RBR,2026-02-20T13:30:00-05:00,425.32,422.9,423.9,427.75,422.9,425.32,4.85,0.65,0.35,0.31,2.11,0.39,broken,0,True,1.69
MU,2H,supply,DBD,2026-02-23T11:30:00-05:00,423.0,421.7,421.7,423.0,417.34,421.89,5.66,0.71,-0.71,-0.34,15.77,0.71,broken,1,True,2.06
MU,2H,demand,RBR,2026-02-23T15:30:00-05:00,421.19,418.75,418.75,423.25,418.75,421.19,4.5,0.39,-0.08,1.27,4.57,2.37,broken,1,True,4.63
MU,2H,demand,DBR,2026-02-24T15:30:00-05:00,419.65,417.8,419.65,422.16,417.8,418.17,4.36,0.36,-0.94,1.06,6.66,1.98,broken,0,True,4.04
MU,2H,demand,RBR,2026-02-26T13:30:00-05:00,413.1,412.54,412.59,419.51,412.54,413.1,6.97,0.84,-0.15,0.28,5.1,0.39,broken,1,True,1.67
MU,2H,demand,DBR,2026-02-27T13:30:00-05:00,410.01,405.56,410.01,410.25,405.56,408.17,4.69,0.74,-0.49,0.44,2.25,0.4,broken,4,True,1.83
MU,2H,demand,DBR,2026-03-03T15:30:00-05:00,381.83,379.16,381.83,383.2,379.16,379.8,4.04,0.46,-0.42,2.51,4.47,2.21,broken,2,True,5.72
MU,2H,supply,RBD,2026-03-04T11:30:00-05:00,407.88,402.52,402.52,407.88,401.04,403.42,6.84,0.74,2.46,-0.22,2.35,0.57,broken,1,True,1.8
MU,2H,supply,DBD,2026-03-06T11:30:00-05:00,391.18,385.0,388.15,391.18,383.35,385.0,7.83,0.7,-1.31,-1.5,4.38,1.13,broken,1,True,3.63
MU,2H,demand,DBR,2026-03-06T15:30:00-05:00,371.19,367.45,371.19,372.6,367.45,370.38,5.15,0.77,-1.49,-0.37,3.46,1.35,broken,1,True,2.71
MU,2H,demand,DBR,2026-03-09T08:30:00-04:00,366.8,357.67,363.96,368.8,357.67,366.8,11.13,1.4,-0.47,1.39,4.58,1.47,broken,2,True,3.87
MU,2H,demand,RBR,2026-03-09T12:30:00-04:00,379.88,376.6,379.88,381.5,376.6,378.39,4.9,0.74,1.21,1.14,7.38,0.99,broken,4,True,3.13
MU,2H,supply,RBD,2026-03-10T10:30:00-04:00,415.31,410.51,410.51,415.31,409.56,411.35,5.75,1.16,2.21,-0.26,3.39,0.79,broken,1,True,2.06
MU,2H,demand,DBR,2026-03-10T14:30:00-04:00,408.74,401.25,408.74,410.92,401.25,403.24,9.67,0.77,-0.78,1.34,2.53,1.2,broken,7,True,3.54
MU,2H,demand,RBR,2026-03-11T10:30:00-04:00,418.37,412.86,416.99,422.75,412.86,418.37,9.89,1.23,1.49,0.29,2.14,0.68,broken,1,True,1.97
MU,2H,supply,DBD,2026-03-11T14:30:00-04:00,422.66,418.62,421.3,422.66,418.03,418.62,4.63,0.65,0.02,-1.6,2.99,1.3,broken,0,True,3.9
MU,2H,demand,DBR,2026-03-12T14:30:00-04:00,407.2,403.16,407.2,407.75,403.16,405.32,4.59,0.63,0.09,1.95,5.46,1.89,broken,0,True,4.84
MU,2H,demand,RBR,2026-03-13T12:30:00-04:00,422.6,419.5,421.6,425.85,419.5,422.6,6.35,0.82,-0.13,0.38,3.51,0.89,broken,4,True,2.28
MU,2H,demand,RBR,2026-03-16T08:30:00-04:00,446.26,444.54,446.16,454.86,444.54,446.26,10.32,1.73,2.59,0.3,25.48,1.07,broken,0,True,2.36
MU,2H,supply,DBD,2026-03-16T12:30:00-04:00,451.67,447.22,449.0,451.67,446.37,447.22,5.3,0.85,0.11,-0.62,3.04,1.07,broken,0,True,2.69
MU,2H,demand,DBR,2026-03-16T14:30:00-04:00,447.19,437.75,447.19,447.67,437.75,441.78,9.93,1.06,-0.83,1.39,2.22,1.45,broken,4,True,3.85
MU,2H,demand,RBR,2026-03-17T10:30:00-04:00,455.03,452.27,453.87,458.28,452.27,455.03,6.01,1.31,1.6,0.43,3.03,0.74,broken,0,True,2.18
MU,2H,demand,RBR,2026-03-18T08:30:00-04:00,464.83,458.3,464.83,467.98,458.3,461.54,9.68,1.39,0.38,0.95,2.24,1.33,broken,2,True,3.28
MU,2H,supply,RBD,2026-03-18T12:30:00-04:00,469.85,467.98,468.95,469.85,464.09,467.98,5.76,0.76,0.82,-0.78,6.23,1.41,broken,1,True,3.2
MU,2H,supply,RBD,2026-03-19T14:30:00-04:00,453.38,444.24,445.38,453.38,442.87,444.24,10.51,1.05,0.47,-1.36,11.6,1.36,broken,1,True,3.72
MU,2H,supply,DBD,2026-03-20T10:30:00-04:00,434.7,430.45,430.56,434.7,425.11,430.45,9.59,1.14,-1.35,-1.04,92.57,0.98,broken,0,True,3.01
MU,2H,supply,RBD,2026-03-23T08:30:00-04:00,430.07,424.35,426.55,430.07,416.5,424.35,13.57,1.16,0.41,-2.04,10.04,1.49,broken,1,True,4.53
MU,2H,supply,DBD,2026-03-23T14:30:00-04:00,409.23,404.23,406.19,409.23,404.22,404.23,5.01,0.64,0.19,-0.98,4.38,1.04,broken,6,True,3.02
MU,2H,demand,DBR,2026-03-24T12:30:00-04:00,394.02,388.91,394.02,395.55,388.91,392.78,6.64,0.6,0.0,0.24,2.32,0.71,broken,0,True,1.95
MU,2H,supply,RBD,2026-03-24T14:30:00-04:00,398.4,392.77,392.77,398.4,392.31,395.66,6.09,0.71,0.14,-1.06,4.38,1.6,broken,0,True,3.66
MU,2H,supply,RBD,2026-03-25T14:30:00-04:00,383.06,381.83,381.83,383.06,377.9,382.09,5.16,0.55,0.05,-1.39,19.42,1.07,broken,3,True,3.46
MU,2H,supply,DBD,2026-03-26T10:30:00-04:00,367.57,363.64,364.99,367.57,360.71,363.64,6.86,1.05,-1.73,-1.0,7.91,1.06,broken,4,True,3.06
MU,2H,supply,DBD,2026-03-27T14:30:00-04:00,359.39,357.34,358.93,359.39,355.46,357.34,3.93,0.62,-0.65,-1.77,14.29,1.46,broken,0,True,4.23
